title,summary,installs,score,ratings,reviews,size,androidVersion,developer,genreId,icon,contentRating,containsAds,released,updated,version,similarApps,url
Epic: Kids' Books & Reading,"Learn with read-to-me books, ebooks, stories & videos for grade school children",5000000.0,4.3926272,82461.0,24061.0,203M,7.0,Epic! Creations Inc,EDUCATION,https://play-lh.googleusercontent.com/v50zN_2wAEaFrfkDbhAIOt63lKGUc78UeTkYeXKPEaw0BuLDOpf4rZwJfIiCi9tpCw,Everyone,False,"May 21, 2015",1652120180.0,3.55.3,"['com.blake.readingeggs.android', 'com.vooks', 'com.brainpop.brainpopjuniorandroid', 'org.asiafoundation.letsread', 'com.chungchy.highlightslibraryglobal']",https://play.google.com/store/apps/details?id=com.getepic.Epic&hl=en&gl=us
LinkedIn Learning: Online Courses to Learn Skills,"Learn in-demand business, tech and creative skills from industry experts",5000000.0,4.770349,76453.0,1685.0,40M,5.0,LinkedIn,EDUCATION,https://play-lh.googleusercontent.com/_rscxiBBXosch987Y2RJjgeVzhCoewK_0IXsrIKFKKVAaXRqZaVXcSgap7uwM4-fbck,Everyone,False,"Sep 22, 2016",1652020625.0,0.230.4,"['org.coursera.android', 'com.udemy.android', 'org.edx.mobile', 'org.domestika', 'com.pluralsight']",https://play.google.com/store/apps/details?id=com.linkedin.android.learning&hl=en&gl=us
"Cuemath: Math Games, Online Classes & Learning App",Learning app for math games & online classes with coding & math tutors for kids.,1000000.0,4.1034484,35681.0,316.0,60M,5.0,Cuemath,EDUCATION,https://play-lh.googleusercontent.com/wspoVFDFfDzh1LgfEp3AEH_x_FGkH-rogOT4-rw_1QBwfvknuljV7T58xTL08hLn8Ds,Everyone,False,"Oct 11, 2019",1647418660.0,2.9.0,"['com.azmisoft.brainchallenge', 'org.khanacademy.android', 'com.instapreps', 'com.chegg', 'com.OneColorGames.BrainMathExpert']",https://play.google.com/store/apps/details?id=com.cuelearn.cuemathapp&hl=en&gl=us
Computer Course,"Free computer courses, learn computers easily.",1000000.0,4.225,5631.0,24.0,3.6M,4.1,InnovApp21,EDUCATION,https://play-lh.googleusercontent.com/5MUfo0gLeqdcUlrg5t0Hspg3jzmzGNWwCw0EU-D0vBZCnqRbZtg6twfOf27wlOqq8g,Everyone,True,"Jan 30, 2015",1609733279.0,75.0,"['com.codepoint.computerProgramming', 'techmasterplus.computerawarenessmcq', 'io.computer_0102', 'cn.computernetworks.networks.networking.learn.toplogy.lan.wan', 'it.Ettore.calcoliinformatici']",https://play.google.com/store/apps/details?id=com.apps21.cursodecomputacion&hl=en&gl=us
Think and Learn | Parent Connect,The app helps parents with real-time update of their child's learning progress.,1000000.0,3.4615386,8323.0,5.0,22M,4.1,BYJU'S,EDUCATION,https://play-lh.googleusercontent.com/RHQXjfYyHq-LytItI8gzEMgHzhnPlDnFlTwaYh4R8wlGMn8kljLFp0c9i7-HBM5whaQ,Everyone,False,"May 21, 2017",1602857044.0,3.4.0,"['com.bodhiaiteacherflutter.in', 'earlylearn.kidslearningworld']",https://play.google.com/store/apps/details?id=com.byjus.parentappv2&hl=en&gl=us
Great Learning- Online Courses,"Learn Data Science, Marketing, AI ML, Cloud Computing & More With 1000+ Courses.",1000000.0,4.16,18492.0,51.0,56M,5.0,Great Learning,EDUCATION,https://play-lh.googleusercontent.com/H7GkRAMraDCEyZGQ00CWR4-a1xDhDfbU_7-y9MssE5bW2eIGrytG70Sd18l2EEdOHzg,Everyone,False,"Apr 22, 2015",1650104751.0,4.6.29,"['com.mobile.simplilearn', 'org.coursera.android', 'com.udemy.android', 'org.edx.mobile', 'com.alison.mobile.flutter']",https://play.google.com/store/apps/details?id=com.lms.greatlakes&hl=en&gl=us
uLesson Educational App,Start learning with the uLesson App . For Primary and Secondary School Learners.,1000000.0,4.34,12023.0,63.0,70M,5.0,uLesson Education,EDUCATION,https://play-lh.googleusercontent.com/NK5Aie3Vygi2g-diVYJ5wNhKpLsksugrcTeXM3GHFXgMZRt3aa7lFEbGoxYaEzSFpeQ,Everyone,False,"Mar 1, 2020",1651692763.0,1.10.10,"['com.mistryey.completechemistry', 'com.varsitytutors.learningtools.hsmath', 'com.josephjawahkebbie.wasscesyllabus', 'com.brain2016.speaking', 'com.movinapp.dict.english.american']",https://play.google.com/store/apps/details?id=com.ulesson&hl=en&gl=us
Pluralsight – The Technology Skills Platform,"Online courses on software development, machine learning, cybersecurity & more",1000000.0,4.524731,17874.0,1918.0,Varies with device,Varies,Pluralsight,EDUCATION,https://play-lh.googleusercontent.com/AZW3Q9fPfsjhJncEpiAEsfteaz3pep88Tfy2-sjjf4Ib7wfM0M6B0TcRuW3-JJsS2oVz,Everyone,False,"Apr 17, 2011",1651510535.0,Varies with device,"['org.coursera.android', 'com.udemy.android', 'com.linkedin.android.learning', 'com.enki.insights', 'org.edx.mobile']",https://play.google.com/store/apps/details?id=com.pluralsight&hl=en&gl=us
upGrad - Online Learning Courses,Courses by Industry experts 🤓 to help you Upskill 💻 and get your Dream Role,1000000.0,4.35,20206.0,16.0,136M,6.0,upGrad,EDUCATION,https://play-lh.googleusercontent.com/_R-sTVgumyAmuzVYZw2aCxhFnVKAiShPygaua7hTHEx0ZaCgjH803FDb112lBHxvIjC_,Everyone,False,"May 4, 2016",1652177517.0,5.4.4,"['com.mobile.simplilearn', 'com.emeritus.mobile', 'com.udemy.android', 'org.coursera.android', 'com.linkedin.android.learning']",https://play.google.com/store/apps/details?id=com.upgrad.student&hl=en&gl=us
Skillshare - Creative Classes,"Watch, learn, make & discover",1000000.0,4.3229437,51403.0,4298.0,30M,5.0,"Skillshare, Inc",EDUCATION,https://play-lh.googleusercontent.com/Lfh8g5kPONfSNL7R4s8itnMMdj3lhmHU9tb4gp7eoOaXkJo0dOcwB6iWPdNGZMRDMVs,Everyone,False,"May 18, 2015",1651600555.0,5.4.7,"['org.domestika', 'com.udemy.android', 'org.coursera.android', 'org.edx.mobile', 'com.tgc.greatcoursesplus']",https://play.google.com/store/apps/details?id=com.skillshare.Skillshare&hl=en&gl=us
Cursa - Online courses,"+1100 Online courses with certificate, exercises and articles for you to study",1000000.0,4.65,42862.0,258.0,34M,5.0,MedTech Cursos livres e ensino online LTDA,EDUCATION,https://play-lh.googleusercontent.com/UAchx253Yo8rONsp5mrMdW48Ymltv98-b3k732lK2VlZDajHZ-cZhQQL83mHX6LDU4ws,Everyone,True,"Feb 13, 2017",1650113079.0,2.6.7,"['com.alison.mobile.flutter', 'com.mobile.simplilearn', 'org.coursera.android', 'com.crehana.android', 'org.domestika']",https://play.google.com/store/apps/details?id=com.ionicframework.cursosdegraca&hl=en&gl=us
MasterClass: Learn from the best,"Cook, write, perform, play, & more",1000000.0,4.445049,18982.0,3707.0,33M,5.1,MasterClass Inc.,EDUCATION,https://play-lh.googleusercontent.com/f9VJeBoXbPy6liy6hID6qv-uKNQ5U4q55FHz3akcdgYSwMmB2GRQwM-5rW2XTQvDdQfN,Teen,False,"Aug 8, 2018",1651796993.0,2.24.3,"['com.yanka.mc.tv.prod.android', 'com.skillshare.Skillshare', 'com.uptime', 'com.tgc.greatcoursesplus', 'com.emeritus.mobile']",https://play.google.com/store/apps/details?id=com.yanka.mc&hl=en&gl=us
HSK Study and Exam — SuperTest,The previous HSK Online app has been upgraded to SuperTest!,1000000.0,4.74,23345.0,326.0,57M,4.1,Learn Language - Super Chinese,EDUCATION,https://play-lh.googleusercontent.com/wSdcRogx-bV4LtVoYui9ku0uT0g4GYhX-AdLMRX99jJZoSyHK2QCpS2YqVxSglFp1Q41,Everyone,False,"Feb 13, 2018",1650629730.0,3.6.11,"['org.sinamon.duchinese', 'com.chineseskill', 'com.deer.cc', 'com.hellochinese', 'com.chinesegrammar']",https://play.google.com/store/apps/details?id=com.hskonline&hl=en&gl=us
Taleemabad: Learning at Home,"Pakistan's # 1 App for Primary Grades learning! Videos, Exercises & more!",1000000.0,4.266667,7084.0,15.0,152M,4.4,Orenda Educational Studios,EDUCATION,https://play-lh.googleusercontent.com/z6pH2myB7Qi9E94uvaPCWbwqZTHNp4PMVCHJjPcbyfuSy0T1hAXphl4RDswlgcqYidUU,Everyone,False,"May 10, 2018",1649936771.0,165,,https://play.google.com/store/apps/details?id=com.orenda.taimo.myapplication&hl=en&gl=us
10 Minute School - Online Learning Courses,"Explore online courses, tutorials and quizzes for class 1-12, admission and more",1000000.0,4.08,54691.0,339.0,159M,5.0,10 Minute School,EDUCATION,https://play-lh.googleusercontent.com/olrMF2uNBZELtwPK_HpNHGWXEDEcrG-H8FKsiNPETaQ36r2SYScDYy7eGUUrl2dLdg,Everyone,False,"Jan 26, 2019",1651151841.0,3.8.4.4,"['com.abidhasanapps.provasidrenglishvasashikha', 'com.oneous.bangladict', 'com.dictionary.bn', 'com.dic.bn', 'com.rksmobile.generalknowledgebangla']",https://play.google.com/store/apps/details?id=com.a10minuteschool.tenminuteschool&hl=en&gl=us
Shaw Academy - Online Courses With Certification,"Free online courses in photography, design, nutrition. Accredited certification.",1000000.0,3.72147,53044.0,3183.0,38M,5.0,Shaw Academy - Interactive Online Courses,EDUCATION,https://play-lh.googleusercontent.com/tkR76fR_rW3Lw9kBJaYMSsY9Ve4NOOUhvQ_JKF1DUMz-qGlihrHDUKKMfkQHCaUCPto,Everyone,False,"Jun 6, 2017",1632128973.0,3.90,"['com.mobile.simplilearn', 'com.alison.mobile.flutter', 'com.emeritus.mobile', 'com.teachco.TGCviewer', 'com.tgc.greatcoursesplus']",https://play.google.com/store/apps/details?id=com.shawacademy.app&hl=en&gl=us
HOMER Learn & Grow,The essential early learning program for kids 2-8.,1000000.0,4.0805087,4571.0,1383.0,44M,5.0,Homer Learning,EDUCATION,https://play-lh.googleusercontent.com/Lo-vdTqTrVww__H4jxQPdNyrl8zTXnFqqkDai8YpGbiwCZDMCzjfKsxEstOGE9GVmnXz,Everyone,False,"Nov 15, 2017",1651246130.0,4.4.0,"['org.khankids.android', 'com.blake.readingeggs.android', 'com.gilbertjolly.teachphonics.teachers', 'air.com.starfall.ltr', 'air.com.starfall.more']",https://play.google.com/store/apps/details?id=com.learnwithhomer.webapp&hl=en&gl=us
Chegg Study - Homework Help,Learn with Chegg,1000000.0,3.8073,32033.0,7081.0,39M,7.0,"Chegg, Inc.",EDUCATION,https://play-lh.googleusercontent.com/MRFoeH2ytWajpVulg3b6mxt-2OiyrGkhV1Kht-R3Ejlbtl4TY8aCItZS0p5z8ivGHkhH,Everyone,False,"Aug 19, 2013",1651596157.0,13.3.4,"['com.instapreps', 'de.veedapp.veed', 'com.coursehero.coursehero', 'com.studysmarter', 'com.education.android.h.intelligence']",https://play.google.com/store/apps/details?id=com.chegg&hl=en&gl=us
EduRev Exam Preparation App: Learning & Mock Tests,"Exam Preparation & Doubt Solving: Online Mock Tests, Online Course, Sample Paper",1000000.0,4.5,50941.0,24.0,39M,5.0,"EduRev: Learning, Mock Test & Exam Preparation App",EDUCATION,https://play-lh.googleusercontent.com/_CJdFl5Ezk0J8NgT26VlgP9c8Svqar9dNjvbjJ9y6yipQ3JWZffXWLN6YKYcjYwbxqg,Everyone,False,"Dec 15, 2014",1652165087.0,6.4.8_edurev,"['com.instapreps', 'com.sbr_connect.steven.ptelite', 'com.edurev.commerce', 'com.edurev.gmat', 'nithra.math.aptitude']",https://play.google.com/store/apps/details?id=com.edurev&hl=en&gl=us
Course Hero: Homework Helper,"24/7 textbook homework answers & tutor help! Math answer scanner, problem solver",500000.0,4.4829125,11192.0,2536.0,67M,5.0,Course Hero,EDUCATION,https://play-lh.googleusercontent.com/e3zXsRHvfr078kzYA56-7TH9oWtAj5DAQuTOyN4X-G0kg_6e8HVCEU0F0F_AOJwM9A,Everyone,False,"Dec 16, 2015",1651040819.0,2.9.98,"['com.bartleby.learn', 'de.veedapp.veed', 'co.gotitapp.android', 'com.chegg.prep', 'com.chegg']",https://play.google.com/store/apps/details?id=com.coursehero.coursehero&hl=en&gl=us
Class 9 Math Science NCERT App,"CBSE Class 9 Study App-Maths Science English,NCERT Solutions, CBSE Sample Papers",500000.0,5.0,8374.0,7.0,22M,5.0,"EduRev: Learning, Mock Test & Exam Preparation App",EDUCATION,https://play-lh.googleusercontent.com/uALGV_TVs_X7sl4VKl_Lo0W56zcrecEsKYzKJVNd4ZbD_R5AKiaxey5Ykho8osvfVQ,Everyone,False,"Feb 3, 2017",1651836739.0,3.4.6_class9,"['com.edurev.humanities', 'com.edurev.commerce', 'com.instapreps']",https://play.google.com/store/apps/details?id=com.edurev.class9&hl=en&gl=us
Learn Computer Course- offline,"learn about the Computer and fundamental basics of computer hardware, software",500000.0,4.58,6937.0,85.0,6.3M,4.4,learning applications,EDUCATION,https://play-lh.googleusercontent.com/W2Ukj9zJ12FwS9hzZh5-UTaW1aZDGaSzZO2xnIsvKGbil_1pFdxEi-3HocWufEOz,Everyone,True,"Dec 5, 2019",1648574597.0,1.22,"['akb.foc.com', 'com.codepoint.computerProgramming', 'com.manjuapps.fullexcelcoursenew', 'com.toralabs.mathsnotes', 'com.toralabs.chemnotes']",https://play.google.com/store/apps/details?id=com.learn_computer.course_free&hl=en&gl=us
Wondrium - Learning & Courses,Stream educational videos and audio content led by engaging experts!,500000.0,3.5414848,3395.0,1107.0,115M,8.0,The Teaching Company,EDUCATION,https://play-lh.googleusercontent.com/kZFCBhKfbO6AYHRvMrqk9SLPl4jPqJk-DGlg7xoWFRvW9Gsvh7VLSQWbtW-kQP1qqhpL,Teen,False,"Aug 2, 2015",1649235750.0,6.1.3,"['com.emeritus.mobile', 'com.alison.mobile.flutter', 'com.skillshare.Skillshare', 'fm.alpe.app', 'org.edx.mobile']",https://play.google.com/store/apps/details?id=com.tgc.greatcoursesplus&hl=en&gl=us
LearnVern Online Courses,75+ Full Courses Taught in Hindi + Certificate Available,500000.0,4.464286,18618.0,18.0,47M,5.0,LearnVern,EDUCATION,https://play-lh.googleusercontent.com/q4taFZybLETS5mAwsrv0myMpLOmOEIHPEJvNUDBqVkwlg6lktsz78Dmrh3-GIMNPO-Q,Everyone,False,"Nov 9, 2016",1646422268.0,1.58,"['com.mobile.simplilearn', 'org.edx.mobile', 'com.alison.mobile.flutter', 'org.coursera.android', 'com.codepoint.computerProgramming']",https://play.google.com/store/apps/details?id=com.tops.learnvern&hl=en&gl=us
Praadis Education Learning App,The complete learning app for students from 3rd to 12th,100000.0,5.0,4692.0,6.0,Varies with device,Varies,PRAADIS TECHNOLOGIES INC,EDUCATION,https://play-lh.googleusercontent.com/K0c1N5AwP31M1SoZaxxiq-0oEEeC7tqGYB3U4qF2rZHNatPXMN2YSEFgOyxazTmb2g,Everyone,False,"Jan 17, 2019",1647944992.0,Varies with device,"['tv.schola.app', 'air.mobi.ka.platform.gp.cont1.free', 'com.tlmghana.graidup', 'air.mobi.kidsacademy.gp.container4.free', 'com.crawlingbabies.nurserypreprimary']",https://play.google.com/store/apps/details?id=com.praadis.education&hl=en&gl=us
Classroom,"The first learning app in Bangladesh, making education enjoyable to students.",100000.0,4.6,3007.0,4.0,132M,5.0,ClassRoom,EDUCATION,https://play-lh.googleusercontent.com/7WCj4YBNuQII5GHJ5g1xARTm8oqV_mX0mmWwV6RgkzVFeI8DbjywbIcyarm3KxFZww,Everyone,False,"Jul 29, 2019",1622176829.0,7.19.01,"['com.mbillah.tense', 'com.mobile.simplilearn', 'com.emeritus.mobile', 'com.coursicle.coursicle']",https://play.google.com/store/apps/details?id=bd.com.classroom&hl=en&gl=us
E-Learning Platform,E-Learning Platform is an online teaching and learning system application.,100000.0,0.0,,0.0,1.9M,4.0,Alexander Tarigan,EDUCATION,https://play-lh.googleusercontent.com/1mkDivk0Eg10_0Dqd2xc9E17-XUvqkqetZDoRIxA1aznn1H_Q_vCwETsgrvTsTpMbg,Everyone,False,"Nov 10, 2019",1573405541.0,2.0,"['com.m360.android', 'com.OpenLearningClient', 'com.skillsoft.learn.android', 'com.crossknowledge.learnguided', 'com.emeritus.mobile']",https://play.google.com/store/apps/details?id=com.alexa.elearningplatform&hl=en&gl=us
Edukoya - Learning App (beta),Edukoya app instantly connects students with expert tutors.,100000.0,4.428571,518.0,5.0,27M,7.0,Edukoya,EDUCATION,https://play-lh.googleusercontent.com/Nk7vOCw1YWjLCDk57C-v5RRDTxF_iXXZj7_VBclLBUnjFLCpsymaBKMC1Kii-G2RLw,Everyone,False,"Nov 30, 2021",1649867439.0,0.9.1,"['com.josephjawahkebbie.wasscesyllabus', 'com.study.app', 'com.OpenLearningClient', 'com.alison.mobile.flutter', 'com.pdquila.ieltsessay']",https://play.google.com/store/apps/details?id=com.edukoya.app&hl=en&gl=us
Administration course,Free Administration Course,100000.0,0.0,,0.0,8.8M,4.1,Network24,EDUCATION,https://play-lh.googleusercontent.com/DAYTrTx45DLIDUXDpSvT2sIpVlR35coUEI5LlctJ599wdDKnnBu2mrJ6cUr1qF3uDXs,Everyone 10+,True,"Apr 9, 2017",1611690159.0,1.08,"['io.educup.aprendizfinanciero', 'soy.emprendedor', 'com.el_cuadrante_del.flujo_del_dinero', 'com.KeiverTorres.compulearn', 'com.spreaker.custom.prod.app_52292']",https://play.google.com/store/apps/details?id=com.appsalanya.cursodeadministracion&hl=en&gl=us
English Basic - ESL Course,"The App will improve your English speaking, listening, and understanding",100000.0,4.5841584,695.0,58.0,16M,4.1,MobileEnglish,EDUCATION,https://play-lh.googleusercontent.com/Rce8kyzTpICo4YFJoHnCOsGRMxPq3O6CZ2FfJvNQtxvnBKzU2eYNVXQvpIxdgrvH9dI,Everyone,True,"Apr 13, 2017",1567088004.0,1.16,"['x.kelynle.studio.words2', 'english.mimosa.toelfvocabulary', 'com.rj.quickenglish', 'com.atentertainment.britishconversation', 'com.bbest.englishgrammarapp']",https://play.google.com/store/apps/details?id=com.mobilephl.esl&hl=en&gl=us
ReSkills,"An Edtech company, focuses on education-based service in Southeast Asia.",100000.0,0.0,,0.0,285M,6.0,ReSkills EdTech,EDUCATION,https://play-lh.googleusercontent.com/3wFn-mnHFTk6lqyzhX0y6M1YQDK6KCOShqf2YUlSS8bqQ6fC1UYnmGMP1RS7eofNaGM,Everyone,True,"Feb 6, 2021",1652201559.0,8.1.3,"['com.emeritus.mobile', 'org.domestika', 'com.chegg', 'com.mobile.simplilearn', 'com.instapreps']",https://play.google.com/store/apps/details?id=com.render.reskills&hl=en&gl=us
"Learn SEO, SMO, PPC and Digital Marketing course","Complete Step By Step Guide & Tutorials of Digital Marketing, SEO, SMO Course",100000.0,4.163265,2477.0,25.0,20M,5.0,WsCube Tech,EDUCATION,https://play-lh.googleusercontent.com/NvMJEZVhXN0wC71ZulbVwU_oaU7Edu5toh6fzeIZogBXfUNMhyboxSNOuwwPGpunj0dB,Everyone,True,"Oct 26, 2016",1644902146.0,5.63,"['digitalmarketing.digital.marketing.dm.ads.learn.socialmedia.onlinemarketing', 'com.mobile.simplilearn', 'com.plai', 'com.alison.mobile.flutter', 'web.webdev.webdevelopment.createwebsite.makewebsite.learnwebsite.learnweb.html']",https://play.google.com/store/apps/details?id=com.wscubetech.seovideotutorials&hl=en&gl=us
CBSE Class 1 App: NCERT Solutions & Book Questions,"CBSE Class 1 App NCERT Solutions NCERT Textbook, 1st Class CBSE Question Paper",100000.0,0.0,,0.0,23M,5.0,"EduRev: Learning, Mock Test & Exam Preparation App",EDUCATION,https://play-lh.googleusercontent.com/qoEdgSBnXxpT-f5rEltHvTejlC9vNkCD9d8V_c6DYQldVqbTKLcrnXXs4MzxDP8FtPo,Everyone,False,"Aug 17, 2019",1648542854.0,3.3.9_class1,"['com.urva.englishkidsapp', 'earlylearn.kidslearningworld', 'com.crawlingbabies.nurserypreprimary', 'com.skc.smartkidzclub', 'com.whizkidzmedia.youhuu']",https://play.google.com/store/apps/details?id=com.edurev.class1&hl=en&gl=us
CBSE Class 4 App: NCERT Solutions & Book Questions,"CBSE Class 4 App NCERT Solutions NCERT Textbook, 4th Class CBSE Question Paper",100000.0,0.0,,0.0,22M,5.0,"EduRev: Learning, Mock Test & Exam Preparation App",EDUCATION,https://play-lh.googleusercontent.com/YOiwxub_YankXCJIC1WMiPFatIT54_bONgFpm_KSeK7OYtEi7GtIXDc50y_PNZ8qOk8,Everyone,False,"Aug 17, 2019",1651835870.0,3.4.6_class4,"['com.ackaddeveloper.spellingbee', 'com.ashvindalwadi.kidsspellinglearning', 'com.kevinbradford.games.thirdgrade', 'org.thatquiz.tqmobclient', 'com.kevinbradford.games.fourthgrade']",https://play.google.com/store/apps/details?id=com.edurev.class4&hl=en&gl=us
CBSE Class 5 App: NCERT Solutions & Book Questions,"CBSE Class 5 App NCERT Solutions NCERT Textbook, 5th Class CBSE Question Paper",100000.0,0.0,,0.0,23M,5.0,"EduRev: Learning, Mock Test & Exam Preparation App",EDUCATION,https://play-lh.googleusercontent.com/LkkBJVW1t7ZOBFRXOsYK4eUhObco59PwgwfuBgt9rhzZ4cY5Hkt21r72EJkX5rNgKNA,Everyone,False,"Jun 27, 2019",1648543428.0,3.3.9_class5,"['org.thatquiz.tqmobclient', 'com.educationperfect.client', 'com.ackaddeveloper.spellingbee', 'effortlessmath.commoncore6th', 'com.kevinbradford.games.fifthgrade']",https://play.google.com/store/apps/details?id=com.edurev.class5&hl=en&gl=us
